NOM	_1891_1900	_1901_1910	_1911_1920	_1921_1930	_1931_1940	_1941_1950	_1951_1960	_1961_1970	_1971_1980	_1981_1990	_1991_2000
SALMASO	0	0	0	2	3	2	11	4	2	7	1
SALME	7	6	9	2	6	8	11	14	8	5	9
SALMERON	0	0	4	19	21	38	48	180	133	131	114
SALMET	20	16	16	22	11	16	10	12	6	6	3
SALMI	0	0	0	1	2	6	61	193	294	297	332
SALMIER	3	6	5	3	5	14	16	10	19	24	12
SALMIERI	0	0	0	0	0	0	13	17	19	16	16
SALMIN	14	21	6	22	24	16	29	24	11	17	14
SALMINE	1	1	1	5	1	3	5	4	2	5	3
SALMISTRARO	0	0	0	3	4	2	1	12	6	6	9
SALMOCHI	4	5	1	5	1	3	4	3	3	3	2
SALMON	717	1115	997	1306	1165	1549	1734	1651	1500	1354	1293
SALMON-LEGAGNEUR	1	0	2	8	12	2	11	17	5	5	16
SALMONA	0	4	7	16	12	18	6	8	16	18	10
SALMONIE	2	10	0	3	11	12	7	15	12	14	7
SALMONT	1	5	2	4	1	5	7	4	5	8	11
SALNELLE	3	2	3	2	0	6	3	0	6	5	5
SALNIKOFF	0	0	0	1	1	4	6	2	4	7	7
SALNOT	0	3	4	3	4	9	10	11	12	9	11
SALO	4	3	3	3	6	7	14	8	5	4	3
SALOBERT	5	4	3	10	5	9	7	3	4	1	0
SALOGNE	0	4	5	2	5	3	3	5	3	5	9
SALOM	2	7	17	28	24	35	48	100	62	52	59
SALOME	111	197	162	231	219	292	353	309	311	303	242
SALOMEZ	47	55	50	83	82	119	117	130	145	132	116
SALOMMEZ	5	11	6	8	15	12	14	18	7	19	21
SALOMO	1	2	1	2	2	3	5	6	4	3	5
SALOMON	441	692	589	834	737	1021	1088	1039	932	899	818
SALOMOND	3	2	4	8	6	1	9	6	2	15	5
SALOMONE	6	13	19	20	20	35	33	42	53	45	20
SALOMONI	3	1	3	5	4	3	7	15	3	10	8
SALOMONOVITCH	0	3	5	3	9	1	2	3	2	3	1
SALOMONT	1	1	5	1	8	8	6	9	5	6	8
SALON	40	68	54	98	79	102	110	101	95	71	80
SALONA	0	0	0	1	5	2	6	8	8	2	6
SALONDY	0	4	4	3	11	17	17	33	17	16	18
SALONE	7	4	0	7	7	3	7	22	14	9	13
SALOPEK	0	0	0	0	0	0	3	22	13	0	12
SALOPPE	32	32	41	39	30	39	32	44	37	26	23
SALOR	0	0	3	0	3	4	3	12	9	14	10
SALORD	0	0	3	2	6	13	14	48	32	62	39
SALORT	0	2	1	3	0	8	12	84	61	52	79
SALOT	32	49	39	28	40	57	37	38	35	24	28
SALOTTI	16	18	23	31	11	12	26	27	12	15	11
SALOU	79	112	147	200	234	222	232	255	238	209	177
SALOUL	0	0	0	0	0	0	0	25	24	25	35
SALOUM	1	4	7	5	3	1	4	9	3	7	13
SALOUX	21	9	13	18	18	25	37	30	26	30	16
SALPERWYCK	3	3	2	1	7	4	1	5	4	4	11
SALPETIER	4	2	0	4	3	3	5	7	2	6	10
SALPETRIER	1	4	11	5	6	25	26	16	15	17	16
SALPIN	13	9	10	14	6	14	10	9	8	8	8
SALPOINTE	7	10	13	7	1	5	9	1	4	3	2
SALQUE	21	34	23	25	27	29	40	41	26	16	28
SALQUEBRE	1	0	7	6	0	7	21	5	4	11	5
SALQUES	6	4	8	11	6	8	11	17	8	3	7
SALS	6	16	7	7	6	10	7	17	9	7	10
SALSA	2	1	2	12	7	5	7	7	10	9	7
SALSAC	22	27	17	26	14	24	18	17	18	18	9
SALSANO	1	8	18	10	12	13	19	12	13	9	8
SALSE	7	12	10	13	5	16	14	10	11	11	8
SALSEDO	0	0	0	0	1	0	4	12	15	17	6
SALSET	1	4	6	6	6	5	1	6	3	0	1
SALSI	0	4	7	6	12	8	12	11	9	6	13
SALSMANN	1	6	4	11	5	13	14	6	7	7	4
SALSON	31	47	33	56	51	71	74	57	71	50	51
SALSOU	2	9	7	4	6	10	4	9	3	4	10
SALT	2	8	4	4	1	1	2	5	0	0	3
SALTALAMACCHIA	1	2	2	2	8	6	1	6	3	1	4
SALTARELLI	1	3	5	3	4	13	10	18	10	10	14
SALTARIN	4	5	3	6	4	5	10	11	6	11	15
SALTEL	52	61	61	81	69	99	83	84	67	65	61
SALTER	2	5	3	2	2	0	8	8	0	3	4
SALTET	24	33	21	31	23	16	22	24	5	20	14
SALTETTO	7	4	7	11	2	3	3	2	0	1	1
SALTI	0	2	3	1	3	5	2	7	3	2	11
SALTIEL	0	1	4	6	15	15	18	17	5	10	15
SALTO	0	3	5	2	2	6	2	7	8	1	3
SALTON	0	1	0	13	8	9	25	19	11	7	17
SALTRE	7	8	11	9	8	10	9	11	9	7	7
SALTZMANN	12	26	7	27	28	20	45	33	35	39	16
SALUARD	3	5	6	9	13	6	10	7	5	5	2
SALUAUX	4	9	8	6	5	10	6	16	7	6	9
SALUCCI	0	6	4	5	10	12	7	11	18	4	7
SALUCE	1	3	6	4	2	5	6	6	10	3	12
SALUDAS	4	6	15	19	9	15	24	23	26	17	13
SALUDEN	6	13	22	21	15	37	25	31	40	23	32
SALUDES	7	8	6	14	12	3	7	11	4	7	4
SALUDO	0	1	2	2	7	4	6	9	6	3	12
SALUS	2	4	15	8	3	8	15	23	10	9	8
SALUSSE	1	6	4	2	7	3	9	10	3	6	8
SALUSSOLIA	0	1	1	4	3	2	3	7	3	5	3
SALUSTE	2	9	6	9	16	6	11	10	5	1	3
SALUSTIANO	0	1	1	2	2	5	4	9	5	3	6
SALUSTRI	0	0	1	2	0	6	3	15	9	11	3
SALUSTRO	0	1	0	8	0	1	7	6	5	2	9
SALUT	12	17	22	19	12	28	24	19	19	17	12
SALUZZI	0	1	3	0	4	4	2	6	11	2	3
SALUZZO	1	6	4	5	9	19	17	26	28	21	13
SALVA	28	41	39	45	39	60	81	128	119	121	122
SALVADE	7	8	10	6	9	10	6	4	9	2	3
SALVADO	5	12	11	12	16	34	20	69	103	54	63
SALVADOR	31	57	132	233	229	309	422	671	492	516	483
SALVADORE	0	1	2	9	2	5	14	8	5	5	9
SALVADORI	38	43	54	83	118	99	115	143	109	88	110
SALVADORINI	3	5	2	1	6	5	2	1	3	2	0
SALVADOU	3	5	2	6	3	7	2	2	9	0	1
SALVAGE	22	23	18	26	27	24	30	24	23	16	18
SALVAGGIO	2	0	1	2	1	2	8	50	29	23	50
SALVAGIOTTI	0	0	0	1	6	2	7	1	5	7	1
SALVAGNAC	17	37	22	26	39	36	15	40	24	11	17
SALVAGNO	1	3	3	4	7	9	14	8	6	9	4
SALVAI	2	2	4	10	6	10	23	16	13	19	9
SALVAIA	0	0	0	8	4	3	1	5	2	1	8
SALVAIN	2	10	2	8	4	1	9	5	1	8	2
SALVAING	8	13	15	12	11	22	19	10	14	20	9
SALVAIRE	10	24	20	35	20	36	29	17	20	16	18
SALVALAGGIO	0	0	0	1	6	0	11	4	2	9	4
SALVALAIO	0	0	1	0	4	6	5	5	8	5	3
SALVAN	100	166	144	180	176	229	242	249	217	219	212
SALVANE	0	3	8	2	2	10	3	2	6	2	1
SALVANEIX	0	4	1	1	8	2	9	8	4	6	3
SALVANET	1	3	1	2	3	5	0	5	5	1	4
SALVANO	2	2	3	4	2	2	2	7	5	1	5
SALVANT	11	17	18	24	26	24	22	30	20	31	18
SALVAR	5	17	10	25	4	5	30	12	20	8	10
SALVARANI	0	4	1	3	3	2	7	2	4	4	0
SALVARELLI	24	10	32	25	22	27	22	27	9	24	15
SALVARO	0	0	0	4	6	5	8	6	3	3	2
SALVARY	6	4	5	10	10	15	14	15	11	13	7
SALVAT	143	188	185	218	171	268	227	214	229	154	135
SALVATERRA	0	4	1	5	1	2	4	0	10	13	4
SALVATGE	6	8	7	9	7	14	21	20	14	10	18
SALVATI	1	6	7	17	18	21	32	48	35	28	29
SALVATICO	5	19	26	28	23	19	26	20	22	19	21
SALVATO	1	2	0	3	2	3	9	10	9	3	3
SALVATOR	7	16	11	17	12	10	7	8	4	10	8
SALVATORE	4	18	17	59	36	35	96	104	87	72	68
SALVATORI	23	24	34	45	27	40	69	45	53	43	28
SALVATORINI	2	10	3	5	4	3	5	0	2	2	2
SALVAUDON	14	4	6	9	11	5	16	7	13	8	6
SALVAYRE	19	25	17	24	24	23	25	32	19	25	29
SALVAZET	3	2	3	2	2	6	4	2	6	1	0
SALVE	9	11	4	16	14	15	9	22	22	8	18
SALVER	5	4	5	2	2	7	4	4	5	2	2
SALVERT	14	18	21	25	31	41	39	57	28	17	32
SALVESTRINI	1	3	5	6	8	6	4	12	3	3	7
SALVESTRONI	0	1	3	5	4	6	4	9	3	4	5
SALVET	9	15	13	12	16	13	10	12	6	7	2
SALVETAT	70	69	61	88	75	83	80	77	69	58	45
SALVETE	0	1	0	3	3	2	9	6	3	5	4
SALVETTI	24	28	25	44	57	66	80	76	52	55	65
SALVEZ	1	4	0	4	8	1	8	6	2	5	5
SALVI	28	71	69	224	326	400	487	481	367	335	356
SALVIA	0	0	4	14	5	6	28	26	19	37	19
SALVIAC	4	11	4	11	9	16	16	19	20	18	21
SALVIANI	4	4	5	10	9	7	4	17	7	5	9
SALVIAT	13	21	18	21	15	15	24	25	23	11	10
SALVIGNAC	0	5	4	6	4	6	7	6	7	0	0
SALVIGNOL	43	54	47	37	51	61	43	60	57	22	39
SALVIGNON	8	7	7	7	4	6	7	3	6	4	1
SALVIN	5	14	17	21	9	18	37	17	16	26	10
SALVINI	31	38	26	34	49	56	56	49	39	44	37
SALVINO	2	4	6	3	3	11	17	10	18	10	6
SALVO	3	10	13	23	14	15	47	36	41	48	37
SALVON	2	5	4	6	5	18	8	17	8	7	13
SALVUCCI	0	3	2	3	7	0	5	7	10	6	2
SALVY	68	79	67	94	67	107	106	90	74	66	55
SALWEY	1	1	1	6	3	5	5	5	2	8	1
SALY	17	35	27	49	36	43	40	40	35	42	34
SALYERES	2	8	9	6	2	16	18	16	16	23	15
SALYN	2	3	4	3	2	8	8	1	8	0	0
SALZA	1	5	4	4	3	12	11	9	6	20	7
SALZAC	6	5	2	5	12	10	1	5	2	1	2
SALZANO	1	10	6	3	8	12	9	25	10	15	12
SALZARD	18	40	38	45	50	78	72	79	77	60	47
SALZAT	3	4	13	15	11	15	24	18	15	10	15
SALZE	29	37	24	53	45	41	38	62	34	35	43
SALZEBER	2	3	3	3	2	8	4	0	5	4	0
SALZEDO	2	3	2	9	1	6	3	2	3	5	2
SALZEMANN	6	9	1	7	4	1	4	4	5	5	1
SALZER	4	4	0	1	7	1	6	5	3	1	3
SALZET	5	10	16	8	21	36	27	45	31	14	35
SALZGEBER	3	3	13	9	5	9	13	1	4	9	1
SALZI	5	3	3	7	0	6	2	4	5	4	3
SALZIGER	3	4	1	4	0	1	1	12	3	5	4
SALZINGER	2	2	3	4	7	4	6	12	2	5	6
SALZMANN	23	48	26	35	25	46	41	37	36	23	29
SAM	2	2	2	3	7	15	14	18	73	158	152
SAM-LONG	0	0	0	1	1	3	13	15	9	14	10
SAM-SAMBO	0	0	0	5	2	1	6	6	4	5	6
SAM-WING	0	0	0	0	2	5	4	5	7	1	8
SAMA	2	11	5	13	14	10	22	26	21	41	45
SAMAALI	0	0	0	0	0	0	0	0	14	24	22
SAMAAN	0	0	0	0	1	2	2	2	5	8	10
SAMAAR	1	4	4	0	10	4	0	0	3	1	3
SAMACOITS	2	5	0	3	0	2	4	12	3	13	11
SAMAD	0	0	0	0	0	0	0	0	2	15	13
SAMADET	6	7	9	9	14	14	9	12	11	12	12
SAMADI	0	0	0	0	0	0	0	3	8	18	34
SAMAH	0	0	0	0	2	6	11	17	10	32	40
SAMAHA	0	0	0	0	0	0	0	1	8	12	18
SAMAI	0	2	2	0	1	0	10	37	25	40	30
SAMAILLE	7	8	3	12	7	3	19	20	7	20	28
SAMAIN	55	81	58	93	106	139	113	151	114	124	119
SAMAINE	0	3	4	2	0	3	5	3	7	2	2
SAMAK	0	0	1	2	1	0	3	19	22	21	15
SAMAKE	0	0	0	0	0	0	0	15	60	76	104
SAMAL	0	0	3	2	4	4	11	6	15	14	10
SAMALBIDE	5	4	7	4	1	8	8	3	9	7	0
SAMALENS	8	8	7	12	14	10	25	12	14	12	14
SAMAMA	2	3	13	7	7	11	29	98	86	111	122
SAMAN	3	1	5	11	12	10	13	25	24	17	24
SAMAN LATCHIMY	0	0	1	6	3	8	5	14	10	8	15
SAMANCI	0	0	0	0	0	0	0	0	9	14	8
SAMANI	8	2	5	9	5	8	10	5	24	15	11
SAMANIEGO	1	1	4	5	3	9	2	10	4	5	10
SAMANINGUE	0	0	0	2	1	3	7	3	3	7	7
SAMANNI	4	8	2	3	5	4	6	8	5	4	2
SAMANOS	2	2	0	2	5	5	3	11	8	6	7
SAMAR	2	7	16	16	16	28	41	41	40	48	62
SAMARA	5	8	10	12	19	21	8	25	14	13	14
SAMARAN	14	32	27	35	38	51	60	30	25	39	30
SAMARAPATY	0	0	1	2	5	3	5	6	4	17	8
SAMARCQ	3	7	12	5	8	19	13	17	19	23	16
SAMARD	14	16	4	12	20	14	9	25	16	9	20
SAMARDZIJA	0	0	0	0	0	1	5	5	11	6	5
SAMARI	0	0	0	2	0	0	4	9	13	7	13
SAMARIA	2	12	10	16	25	24	32	68	49	64	63
SAMARTINI	0	4	3	2	5	10	2	4	5	5	3
SAMARUT	7	5	7	10	9	8	10	10	10	6	9
SAMARY	8	11	8	7	7	11	6	10	4	6	7
SAMASSA	0	0	0	0	2	2	1	5	40	194	159
SAMASSI	0	0	0	0	0	0	0	0	7	13	32
SAMAT	45	73	49	51	44	44	46	43	37	45	38
SAMATA	1	1	5	5	3	1	3	5	8	6	4
SAMATAN	9	4	5	4	7	3	8	11	2	5	9
SAMATE	0	0	0	0	0	0	0	0	6	21	19
SAMATHAY	0	0	4	0	1	5	13	8	4	16	14
SAMATHI	1	2	1	3	7	2	3	6	1	6	8
SAMAZAN	5	8	8	20	17	9	24	21	12	14	11
SAMB	0	0	0	0	0	4	3	4	24	49	52
SAMBA	1	4	6	9	8	9	41	36	97	198	283
SAMBAIN	4	12	13	11	10	8	5	7	10	4	4
SAMBAKE	0	0	0	0	0	0	0	0	5	63	111
SAMBAR	2	5	18	13	8	18	28	31	16	19	28
SAMBARDIER	20	21	20	39	33	34	25	40	30	20	21
SAMBARDY	2	2	4	2	4	9	2	8	3	2	4
SAMBARINO	0	0	0	1	4	3	8	3	3	7	2
SAMBARREY	3	0	1	8	4	7	7	4	6	4	3
SAMBASSOUREDY	1	3	9	6	8	10	13	34	10	16	39
SAMBAT	8	16	8	20	21	20	15	16	21	10	10
SAMBATH	0	0	0	0	0	0	2	3	6	8	13
SAMBATI	0	0	0	0	0	0	7	14	5	1	3
SAMBE	0	0	0	0	0	1	5	2	26	38	52
SAMBEAT	6	2	6	7	4	6	8	11	6	7	4
SAMBENOUN	0	5	1	1	4	4	6	7	6	8	8
SAMBET	9	15	7	16	9	18	14	11	10	12	1
SAMBIMANAN	0	0	2	4	5	6	14	17	4	14	15
SAMBIN	3	11	18	14	17	40	31	43	44	33	26
SAMBLANCAT	6	6	3	4	8	2	11	13	2	8	3
SAMBLAS	0	0	1	4	2	3	5	8	6	5	5
SAMBLAT	7	7	5	8	1	16	9	4	11	6	5
SAMBO	0	1	3	11	6	5	12	26	19	14	19
SAMBOEUF	2	2	5	3	1	1	8	5	6	13	3
SAMBON	4	5	8	11	10	11	11	19	17	11	23
SAMBOR	0	0	0	12	14	4	5	13	6	0	1
SAMBORSKI	1	1	0	4	9	8	6	6	6	1	9
SAMBOU	0	1	0	0	0	0	3	8	16	29	55
SAMBOURG	13	12	16	25	14	23	38	19	27	47	22
SAMBREE	0	0	0	6	3	1	6	5	5	3	2
SAMBRENON	0	0	5	2	6	10	5	11	17	9	10
SAMBRES	7	1	3	9	2	2	5	2	2	5	5
SAMBRINGA	0	2	5	2	2	3	5	3	4	5	5
SAMBRON	1	2	0	4	3	4	4	3	6	4	5
SAMBRONI	5	7	6	12	8	5	11	8	7	10	9
SAMBUC	6	6	7	9	4	11	10	9	3	11	7
SAMBUCHI	0	2	1	6	4	6	11	13	10	14	8
SAMBUCO	0	0	0	6	1	2	9	5	6	4	3
SAMBUGARO	0	0	0	3	2	3	12	3	7	6	5
SAMBUIS	5	10	13	17	17	14	9	10	14	6	3
SAMBUSSY	8	9	4	9	4	4	13	8	7	12	4
SAME	2	20	13	13	39	39	36	66	67	60	60
SAMEDI	5	8	7	16	6	7	11	11	21	22	14
SAMEDY	2	1	2	4	3	2	8	2	0	6	8
SAMEK	0	0	0	7	8	5	8	5	3	3	4
SAMEL	1	1	1	1	3	0	5	5	3	10	7
SAMELE	0	0	0	5	6	10	3	9	5	5	8
SAMELIN	1	1	1	4	3	6	3	7	4	7	5
SAMELOR	3	11	13	26	34	39	39	62	50	39	66
SAMER	5	9	3	2	4	5	12	12	18	13	15
SAMERY	4	6	1	8	1	2	3	4	5	4	0
SAMET	1	2	3	2	4	7	8	15	24	19	20
SAMEZ	4	0	6	12	5	9	24	14	11	7	8
SAMI	0	0	0	2	1	4	3	6	16	26	43
SAMIAR	0	1	2	2	0	7	7	2	7	9	10
SAMICA	1	1	4	5	9	7	10	4	7	3	6
SAMIE	7	14	10	16	21	15	14	18	11	23	21
SAMIEC	0	0	0	4	2	5	1	7	3	4	6
SAMIER	31	46	42	44	72	56	80	90	69	70	76
SAMIERS	0	0	0	7	4	6	2	5	2	6	2
SAMIEZ	10	18	12	16	32	45	59	68	56	51	76
SAMIH	0	0	0	0	0	0	0	0	15	16	14
SAMIN	13	15	17	25	13	33	36	22	38	30	22
SAMINADAPOULLE	0	0	1	0	4	5	6	11	12	4	10
SAMINADEN	0	0	0	0	1	5	1	3	8	12	4
SAMINADIN	1	21	44	43	48	76	80	136	116	101	129
SAMINADIN MOUTIEN	0	1	4	1	9	9	5	15	8	14	13
SAMIOTAKIS	0	0	0	2	1	0	7	4	0	9	7
SAMIR	0	0	0	1	1	0	0	5	35	36	47
SAMIS	2	2	1	4	6	7	6	4	8	7	4
SAMIT	0	0	0	0	1	3	5	8	9	2	4
SAMITIER	2	10	13	19	9	37	27	31	32	26	18
SAMKO	1	0	3	3	1	5	4	3	4	4	5
SAMMA	0	7	10	4	1	4	2	0	0	2	2
SAMMAH	0	0	0	0	0	0	4	6	20	14	9
SAMMAR	0	0	0	0	0	0	1	0	1	23	19
SAMMARCELLI	15	11	15	24	19	32	37	30	35	25	26
SAMMARI	0	1	0	0	0	0	4	6	6	17	26
SAMMARITANO	0	0	0	0	0	0	1	18	7	6	15
SAMMARTANO	0	0	1	1	0	1	11	37	36	34	45
SAMMARTIN	0	2	1	7	6	5	14	13	2	8	12
SAMMARTINO	2	2	3	3	4	4	23	50	46	40	47
SAMMIER	2	2	7	8	4	8	9	5	13	13	7
SAMMIEZ	1	7	2	11	11	6	17	17	8	8	5
SAMMOUR	0	0	0	0	0	0	0	4	4	19	16
SAMMUT	0	0	0	1	1	5	30	117	126	110	91
SAMNI	0	0	0	0	0	0	0	0	7	13	15
SAMO	0	0	2	2	0	1	2	1	4	7	16
SAMOEL	5	2	0	2	6	4	3	9	9	4	4
SAMOEY	0	4	2	3	4	10	24	10	11	13	7
SAMOLEJ	0	0	0	1	0	6	7	4	7	5	3
SAMOLYK	0	0	0	7	8	6	2	3	1	0	6
SAMON	4	6	4	11	2	6	14	7	9	12	6
SAMORA	0	1	10	5	2	8	8	13	10	8	15
SAMOREAU	3	4	2	2	2	5	3	7	5	0	9
SAMORI	0	3	1	6	2	7	9	7	7	11	11
SAMOS	3	7	5	13	8	8	13	18	24	24	17
SAMOT	1	19	9	17	21	18	21	37	22	27	37
SAMOU	1	0	3	0	0	1	1	1	3	13	7
SAMOUDI	0	0	0	0	0	0	0	6	11	15	8
SAMOUEL	3	12	4	8	8	7	7	6	3	0	3
SAMOUELIAN	0	2	0	2	9	6	0	6	11	5	3
SAMOUILLAN	11	16	13	12	12	18	12	16	13	20	17
SAMOUILLER	1	4	5	4	4	7	6	10	6	6	13
SAMOUILLET	6	3	10	5	7	15	12	9	12	15	8
SAMOULLIER	3	1	2	0	0	6	4	2	10	5	3
SAMOUN	0	0	0	0	1	1	12	25	20	19	28
SAMOUR	16	23	29	27	24	35	45	29	44	26	20
SAMOURA	0	0	0	0	0	0	0	3	5	53	41
SAMOURGOMPOULLE	0	1	1	0	9	11	6	15	27	11	16
SAMOY	2	5	19	10	13	18	20	36	24	29	31
SAMOYAU	3	6	7	2	7	10	9	20	8	7	12
SAMOYAULT	15	11	14	17	12	16	17	15	15	14	7
SAMOYEAU	7	7	8	11	10	15	17	17	19	20	15
SAMOYEAULT	1	0	1	2	3	5	8	11	4	1	1
SAMPA	1	3	4	1	2	4	4	6	3	12	10
SAMPAGNAY	2	0	1	6	1	0	7	5	0	3	6
SAMPAIO	2	1	0	1	8	10	4	70	258	198	179
SAMPAIX	3	1	1	6	3	3	7	7	3	6	7
SAMPE	0	2	2	0	5	5	13	12	10	20	11
SAMPEDRO	0	0	1	4	8	2	9	17	14	14	13
SAMPER	5	8	15	29	24	43	52	74	72	55	42
SAMPERE	1	2	3	5	4	3	7	19	20	18	16
SAMPEREZ	0	0	1	0	3	4	1	7	6	5	4
SAMPERIZ	1	1	2	4	0	3	10	3	4	9	7
SAMPERS	3	6	10	10	8	16	14	10	18	8	9
SAMPEUR	3	7	8	17	14	5	22	15	12	17	7
SAMPIC	12	28	29	15	22	36	38	22	33	28	20
SAMPIERI	51	80	84	64	54	47	49	51	43	50	26
SAMPIETRO	7	15	22	34	36	44	52	49	55	42	33
SAMPITE	10	8	7	14	6	12	11	7	2	4	5
SAMPO	1	7	9	13	6	7	17	12	13	20	12
SAMPOIL	0	0	2	5	5	4	9	13	4	13	14
SAMPOL	3	5	9	9	13	14	12	26	18	18	16
SAMPOUX	4	4	4	9	4	5	6	5	6	9	7
SAMPRE	2	3	1	5	5	4	6	6	1	7	5
SAMPSOEN	3	2	3	6	5	1	5	4	1	6	0
SAMPSON	0	4	6	21	8	9	22	34	16	17	33
SAMPY	1	3	10	7	5	9	5	9	7	5	4
SAMRI	0	0	0	0	0	3	3	7	22	33	28
SAMSEL	2	6	1	5	15	15	11	9	17	13	9
SAMSO	13	11	8	16	12	17	18	20	17	13	17
SAMSOEN	9	11	17	22	23	35	31	21	33	20	15
SAMSON	593	921	888	1179	1182	1405	1662	1705	1502	1345	1277
SAMSON-EMMANUEL	1	0	2	4	2	3	13	6	12	13	9
SAMSONOFF	0	1	0	5	6	5	8	3	10	5	3
SAMSORA	0	3	2	2	1	4	12	6	7	5	5
SAMTMANN	2	7	7	12	21	16	30	30	27	18	14
SAMUEL	154	220	164	256	233	269	305	268	254	275	238
SAMUELIAN	0	0	0	9	12	8	7	13	10	5	5
SAMUELS	0	1	2	2	0	0	8	0	2	10	7
SAMUT	1	11	13	8	15	25	26	36	27	25	31
SAMUYLLO	0	1	8	6	2	8	3	4	8	5	5
SAMUZEAU	6	9	7	10	9	5	5	8	2	1	0
SAMY	28	54	48	77	90	69	148	144	124	128	148
SAMY ARLAYE	0	0	1	2	5	6	1	4	5	0	6
SAMYDE	1	6	0	4	5	3	9	8	7	8	6
SAMYN	48	85	98	135	131	166	211	202	187	191	164
SAMZUN	31	36	28	50	45	59	77	78	53	74	68
SAN	3	3	6	5	4	7	11	7	33	69	79
SAN EMETERIO	0	1	3	4	10	5	7	7	13	14	7
SAN JOSE	0	1	9	32	8	26	30	54	57	62	44
SAN JUAN	0	0	8	8	10	6	9	25	19	18	25
SAN MARTIN	1	1	11	14	2	7	16	32	25	34	25
SAN MARTINO	3	4	0	1	1	1	2	7	4	6	5
SAN MIGUEL	0	1	1	7	4	8	9	39	28	23	20
SAN NICOLAS	0	0	5	14	8	9	15	38	42	30	28
SAN PEDRO	2	1	3	10	7	7	8	7	9	5	12
SAN ROMAN	0	0	0	4	4	4	6	16	13	11	10
SAN VICENTE	0	1	0	1	7	3	10	7	10	8	3
SAN-JOSE	0	0	6	19	13	19	27	23	21	13	9
SAN-JUAN	0	0	5	2	4	20	5	16	18	6	4
SAN-MARTIN	1	1	4	5	4	10	10	9	3	12	9
SAN-MIGUEL	1	3	6	2	3	5	8	7	5	4	3
SAN-NICOLAS	0	0	1	3	1	4	13	12	5	3	11
SANA	1	3	4	15	20	25	31	36	67	78	153
SANAA	0	0	0	0	0	0	5	36	19	27	34
SANABRIA	0	0	0	0	0	1	1	21	8	5	12
SANAC	5	18	2	8	9	7	7	2	2	1	0
SANACHY	0	3	4	1	2	4	6	6	8	2	3
SANAGUSTIN	0	0	0	1	2	2	5	19	3	5	8
SANAHUJA	0	0	2	5	4	10	13	12	12	8	12
SANANDE	0	3	1	2	5	4	1	7	3	2	6
SANANES	0	0	2	3	1	8	22	45	45	43	46
SANANIKONE	0	0	0	0	0	0	3	5	45	91	69
SANAPO	0	0	0	0	0	0	0	10	6	7	9
SANARENS	4	11	5	5	0	4	13	4	3	2	0
SANASSY	0	17	8	5	15	22	17	18	18	27	26
SANAUR	1	1	1	3	1	2	4	8	5	5	3
SANAVIO	0	0	1	5	2	4	4	6	6	9	4
SANCAN	6	8	6	2	10	7	0	7	6	2	3
SANCANDI	0	0	0	6	7	10	14	6	7	9	7
SANCAR	0	0	0	0	0	0	0	0	2	12	19
SANCASSANI	3	2	3	2	0	5	5	2	5	4	4
SANCASSIANI	0	3	3	3	4	1	3	10	4	0	8
SANCE	23	41	22	46	25	33	23	26	26	26	25
SANCEAU	13	12	19	25	16	22	34	20	14	23	17
SANCELME	14	28	6	28	16	8	14	10	5	12	11
SANCELOT	4	4	0	3	2	2	3	1	3	7	1
SANCENOT	3	11	9	3	7	6	6	9	6	4	4
SANCEO	3	8	7	20	11	21	15	18	9	6	14
SANCERE	2	10	6	3	3	9	4	5	10	7	5
SANCEREAU	0	2	10	4	2	9	11	4	9	1	2
SANCERNE	3	4	1	9	7	5	9	6	2	2	4
SANCERNI	3	4	12	14	9	13	12	11	18	16	8
SANCERRY	3	6	3	10	5	12	15	7	6	8	5
SANCET	9	9	18	17	10	18	6	15	9	9	13
SANCEY	14	52	43	56	56	89	57	60	65	41	37
SANCEY-RICHARD	2	5	3	4	8	7	12	8	17	15	9
SANCH	7	22	10	14	17	18	13	19	7	11	11
SANCHE	18	16	17	29	27	35	34	27	32	29	17
SANCHES	2	8	10	13	4	15	17	106	149	149	123
SANCHES TAVARES	0	0	0	0	0	0	0	0	4	7	19
SANCHETTE	2	12	15	7	16	8	7	21	6	5	10
SANCHEZ	49	86	460	1908	1642	2553	3690	7983	6179	5460	5250
SANCHEZ-GARCIA	0	0	2	4	3	0	8	11	7	4	7
SANCHEZ-LOPEZ	0	0	0	0	0	4	6	13	12	5	5
SANCHEZ-MARTINEZ	0	0	1	3	2	8	16	5	3	7	4
SANCHEZ-PEREZ	0	0	0	0	1	2	8	11	4	2	5
SANCHEZ-SANCHEZ	0	0	0	2	4	3	4	13	3	1	1
SANCHIARELLI	0	0	0	2	0	4	2	9	7	4	8
SANCHIS	1	1	17	60	48	67	86	260	211	158	147
SANCHIZ	1	0	2	0	1	8	14	41	34	26	32
SANCHO	16	28	59	98	92	144	166	273	201	187	170
SANCHON	2	3	4	4	1	5	6	2	0	1	3
SANCHOT	3	2	2	5	3	5	6	2	1	6	1
SANCHOU	18	12	9	21	11	18	22	14	24	8	10
SANCI	3	2	3	4	4	6	7	11	8	6	9
SANCIAUME	19	21	16	21	13	13	15	10	20	18	8
SANCIER	26	29	46	39	44	70	58	60	66	54	39
SANCIET	1	5	3	5	7	9	5	6	2	14	9
SANCLEMENTE	1	4	1	4	3	3	9	11	3	3	7
SANCOUEZE	0	1	3	3	1	5	6	2	9	0	2
SANCTORUM	6	13	9	17	25	20	22	40	20	36	45
